course,unit,node_id,cluster,theme,learning_objective,statement,classification,date,historical_development
APWH,0,KC-6.3.I.D,Economics in the Global Age: from 1900 to Present,,,"In a trend accelerated by the end of the Cold War, many governments encouraged free- market economic policies and promoted economic liberalization in the late 20th century.",,,
APWH,0,KC-6.3.I.E,Economics in the Global Age: from 1900 to Present,,,"In the late 20th century, revolutions in information and communications technology led to the growth of knowledge economies in some regions, while industrial production and manufacturing were increasingly situated in Asia and Latin America.",,,
APWH,0,KC-6.3.II.A,Institutions Developing in a Globalized World After 1900,,,"Emerging in the aftermath of World War II, the United Nations was created to replace the failed League of Nations, laying the groundwork for a new era of global governance and collective security.",,,
APWH,0,KC-6.3.II.B,Economics in the Global Age: from 1900 to Present,,,"Changing economic institutions, multinational corporations, and regional trade agreements reflected the spread of principles and practices associated with free-market economics throughout the world.",,,
APWH,0,KC-6.3.II.C,Calls for Reform and Responses After 1900,,,Movements throughout the world protested the inequality of the environmental and economic consequences of global integration.,,,
APWH,0,KC-6.3.III.i,Calls for Reform and Responses After 1900,,,"Rights-based discourses challenged old assumptions about race, class, gender, and religion.",,,
APWH,0,KC-6.3.III.ii,Calls for Reform and Responses After 1900,,,"In much of the world, access to education as well as participation in new political and professional roles became more inclusive in terms of race, class, gender, and religion.",,,
APWH,0,KC-6.3.IV.i,Globalized Culture After 1900,,,"Political and social changes of the 20th century led to changes in the arts and in the second half of the century, popular and consumer culture became more global.",,,
APWH,0,KC-6.3.IV.ii,Globalized Culture After 1900,,,"Arts, entertainment, and popular culture increasingly reflected the influence of a globalized society.",,,
APWH,0,KC-6.3.IV.iii,Globalized Culture After 1900,,,Consumer culture became globalized and transcended national borders.,,,
APWH,0,KC-6.3.IV.iv,Resistance to Globalization After 1900,,,Responses to rising cultural and economic globalization took a variety of forms.,,,
APWH,0,RP_08xr,Changing Social Hierarchies from 1450 to 1750,,,"Both the Ottoman and Mughal Empires imposed the jizya tax on non-Muslim subjects, though the Mughals, under Akbar, temporarily abolished it to promote religious tolerance, while the Ottomans consistently maintained it as a financial tool and means of social stratification.",,,
APWH,0,RP_09fH,Advances in Technology and Exchange after 1900,,,"Persistent wealth disparities in developing nations continue to hinder political, economic, and social development, limiting access to infrastructure, education, and healthcare.",,,
APWH,0,RP_2Ezb,Internal and External Challenges to State Power from 1450 to 1750,,,The Gloucester County Rebellion in the colony of Virginia happened due to growing dissatisfaction among enslaved and indentured laborers over their harsh treatment and lack of rights.,,,
APWH,0,RP_3LoT,Empires: Administration from c. 1450 to c. 1750,,,"France developed an absolutist monarchy under rulers like Louis XIV, consolidating power entirely within the monarchy, whereas England limited monarchical authority through legal documents such as the Magna Carta and the English Bill of Rights.",,,
APWH,0,RP_4s9M,Technological Advances: Debates About the Environment After 1900,,,"The global reliance on fossil fuels like petroleum, coal, and natural gas has driven industrial expansion but also caused environmental pollution and raised concerns about the depletion of nonrenewable energy sources.",,,
APWH,0,RP_5eWz,Trans-Saharan Trade Routes from c. 1200 to c. 1450,,,"The rapid growth in trade and wealth necessitated the development of administrative systems, such as the establishment of currencies, to effectively manage the economic boom in West Africa.",,,
APWH,0,RP_7tgU,Advances in Technology and Exchange after 1900,,,"Despite its productivity gains, the Green Revolution deepened rural inequality, as smaller farmers couldn't afford the expensive inputs required by the new agricultural methods, creating a growing economic divide between large commercial farms and traditional family operations.",,,
APWH,0,RP_9kTy,Cultural Consequences of Connectivity from c. 1200 to c. 1450,,,"Because of its geographical proximity and cultural influence from China, Japan adopted Buddhism along with Confucianism as a core element of its culture.",,,
APWH,0,RP_C1nJ,Trans-Saharan Trade Routes from c. 1200 to c. 1450,,,"The Mali government’s profits from the gold trade, along with its taxation of nearly all other trade entering West Africa, directly fueled the empire’s expansion and wealth.",,,
APWH,0,RP_Dv6G,Economics in the Global Age: from 1900 to Present,,,"Economic globalization accelerated after 1900, continuing patterns of resource exploitation from the colonial era while integrating markets more deeply than before.",,,
APWH,0,RP_E3wV,Trans-Saharan Trade Routes from c. 1200 to c. 1450,,,"Over more than 700 years, the wealth generated by trans-Saharan trade—driven by the high value of gold—directly enriched West African societies, particularly the kingdoms of Ghana and Mali.",,,
APWH,0,RP_EDe0,Empires Expand from c. 1450 to c. 1750,,,"The Safavid Empire’s strict Shi’a policies led to religious intolerance and conflict, whereas the Mughal Empire’s early policies of religious tolerance under Akbar facilitated economic and political stability.",,,
APWH,0,RP_FJgK,Empires Expand from c. 1450 to c. 1750,,,"Gunpowder empires peaked under strong, capable rulers who centralized power, but they eventually declined due to weak leadership, internal strife, and administrative corruption.",,,
APWH,0,RP_Jp2K,Economics in the Global Age: from 1900 to Present,,,"Shifts from state-controlled to free-market economies, such as in China and India, fueled rapid industrialization, reflecting continuity in global economic competition.",,,
APWH,0,RP_LYmS,Internal and External Challenges to State Power from 1450 to 1750,,,"The Glorious Revolution occurred because of widespread opposition to King James II’s policies, particularly his attempts to restore Catholic influence and his disregard for parliamentary authority.",,,
APWH,0,RP_NaB1,Exploration: Causes and Events from 1450 to 1750,,,"China's decision to halt further exploration came after Emperor Yongle's death, as Zheng He's voyages had opened trade networks but resources were redirected to strengthen Ming dynasty's northern border defenses.",,,
APWH,0,RP_Ns9q,Resistance to Globalization After 1900,,,"Mass protest movements—such as civil rights campaigns, anti-war demonstrations, and pro-democracy uprisings—reshaped governments and policies while facing continued resistance.",,,
APWH,0,RP_R1dJ,Cultural Consequences of Connectivity from c. 1200 to c. 1450,,,"The integration of diverse scientific knowledge transmitted via trade routes directly led to advances in hospital care, including the development of surgical techniques.",,,
APWH,0,RP_X7nP,The Silk Roads from c. 1200 to c. 1450,,,The Crusades helped expand exchange networks by introducing luxury goods from the East to Europeans.,,,
APWH,0,RP_XsNv,Internal and External Challenges to State Power from 1450 to 1750,,,"Pueblo and Apache groups rebelled in present-day New Mexico as a result of Spanish colonial policies, forced labor, religious suppression, and attempts to impose European culture on indigenous peoples.",,,
APWH,0,RP_XtQq,Empires Expand from c. 1450 to c. 1750,,,"The success of the Ottoman and Mughal Empires was driven by their use of gunpowder weaponry, centralized administration, and effective leadership, but their eventual decline resulted from internal conflicts and increasing religious intolerance under later rulers.",,,
APWH,0,RP_Y9gF,Exchange in the Indian Ocean from c. 1200 to c. 1450,,,"As thriving states emerged along the Indian Ocean rim, their governments developed systems to manage and institutionalize trade revenue, providing the political stability and infrastructural investment necessary to support and further expand exchange networks.",,,
APWH,0,RP_YfQS,Empires Expand from c. 1450 to c. 1750,,,"The consolidation of power in gunpowder empires relied on taxation systems, bureaucratic structures, and military control, which in turn fostered cultural, religious, and architectural advancements.",,,
APWH,0,RP_d6Zc,Trans-Saharan Trade Routes from c. 1200 to c. 1450,,,"Because gold was the most prized commodity in trans-Saharan trade, by the end of the 8th century C.E. the trade became famous throughout Europe and Asia.",,,
APWH,0,RP_eT3F,Economics in the Global Age: from 1900 to Present,,,"Governments increased their role in economic regulation, shifting away from 19th-century laissez-faire policies while continuing debates over market intervention.",,,
